number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
1126	1	Nature	moon	Mond	maan	luna	luno	lune	luna	meun	луна
1127	3	Nature	planet	Planet	planeet	pianeta	planedo	planete	planeta	planete	планета
1128	1	Nature	rain	Regen	regen	pioggia	pluvo	pluve	pluva	seuy	дождь
1129	3	Nature	rainbow	Regenbogen	regenboog	arcobaleno	ĉielarko	pluve-arko	raduga	deuspont	радуга
1130	3	Nature	snow	Schnee	sneeuw	neve	neĝo	nive	snega	sneigv	снег
1131	2	Nature	star	Stern	ster	stella	stelo	stele	stara	star	звезда
1132	2	Nature	storm	Sturm	storm	tempesta	tempesto, ŝtormo	sturme	storma	storm	буря, шторм
1133	1	Nature	sun	Sonne	zon	sole	suno	sune	surya	sol	солнце
1134	2	Nature	thunder	Donner	donder	tuono	tondro	tondra	guruha	stonter	гром
1135	3	Nature	tide	Gezeiten	tij, getij	marea	tajdo		afluisa e defluisa	schiau	прилив и отлив
1136	3	Nature	tornado	Tornado	tornado	tornado, ciclone	ciklono		tornado	tornado	торнадо
1137	2	Nature	wind	Wind	wind	vento	vento	vente	feng	wind	ветер
1138	3	Nature	Milky Way	Milchstraße							
1150	3	Nature	earthquake	Erdbeben	aardbeving	terremoto	tertremo	tremblo de tere {?}	sisma	ginschien	землетрясение
1151	3	Nature	flood, deluge	Flut	overstroming	alluvione	inundo	diluvie	inunda	saylab	наводнение
1160	3	Nature	bay (small body of water offset from lake or sea)	Bucht	baai	baia, golfo	golfo	baye	baya	bukht, bai	бухта
1161	2	Nature	beach, shore	Strand	strand	spiaggia (particularly with sand), costa	strando, plaĝo	plaje	playa	plaj	пляж
1162	2	Nature	cave	Höhle	hol, grot	caverna (large), grotta (usually smaller and usable as house or shelter)	kaverno, groto	kaverne	guha	balm(a)	пещера
1163	3	Nature	cliff	Klippe	rotswand	scogliera	krutaĵo, klifo	klife	 	behrg	утёс
1164	2	Nature	desert	Wüste	woestijn	deserto	dezerto	desertu(m)	sahra	desert	пустыня
1165	2	Nature	field (unbroken expanse of land)	Feld	veld	campo	kampo	agre	agra	pold (agher is « cultivat	поле
1166	2	Nature	forest	Wald	bos, bosch	foresta	arbaro, forsto	foreste	shulin	forest, sylve	лес
1167	2	Nature	hill (smaller than a mountain)	Hügel	heuvel	collina	monteto	koline, montete	kolina	clin	холм
1168	2	Nature	island	Insel	eiland	isola	insulo	isle	isla	insule	остров
1169	2	Nature	lake	See	meer	lago	lago	lago	lak	lak	озеро
1170	2	Nature	mountain	Berg	berg	montagna, monte	monto	monte	monta	ghyor(a)	гора
1171	2	Nature	river	Fluss	rivier	fiume	rivero	fluvie	riva	sreumen	река
1172	3	Nature	swamp, marsh	Sumpf, Moor	moeras	palude	marĉo	marshe	sumpa	muraisch	болото
1173	2	Nature	valley	Tal	vallei	valle, vallata	valo	vale	dol	dal(in)	долина
1174	3	Nature	volcano	Vulkan	vulkaan	vulcano	vulkano	volkane	vulkan	volcan(o)	вулкан
1200	1	Tool	tool, utensil, implement	Werkzeug	werktuig	utensile, strumento	ilo	instrumente, utensile	tul	alat	инструмент
1201	3	Tool	blade	Klinge	halm, blad	lama	klingo		lamina	miech	лезвие
1202	2	Tool	knife	Messer	mes	coltello	tranĉilo	kultele	sikin	knif	нож
1203	3	Tool	axe	Axt	bijl	ascia	hakilo	hache	acha	secwr	топор
1204	3	Tool	razor	Rasiermesser	scheermes	rasoio	razilo	rasilo, rasomachine, rasokultele	razer	xur	бритва
1205	2	Tool	saw (tool)	Säge	zaag	sega	segilo	sege	sega	seg	пила
1206	2	Tool	scissors	Schere	schaar	forbici {plural only}	tondilo	sisoe	mikas	nojit	ножницы
1207	3	Tool	weapon	Waffe	wapen	arma	armilo	arme	arma	arme	оружие
1208	3	Tool	club, cudgel	Keule	knuppel	bastone	bastonego	bastone	gro-stik	mazuk	дубина
1209	2	Tool	spear, lance	Speer	speer, lans	lancia	lanco	lanse	lanza	piel, lance	копьё
1210	2	Tool	sword	Schwert	zwaard	spada	glavo	sabre	zian	eins	меч
1211	2	Tool	shield	Schild	schild	schermo	ŝirmilo	shilde	shilda	adarga	щит
1212	2	Tool	arrow (sharp-tipped shaft shot from a bow)	Pfeil	pijl	freccia	sago	fleche	flecha	isu	стрела
1213	2	Tool	bow (for arrows)	Bogen	boog	arco	pafarko		arku	lonc	лук (оружие)
1214	3	Tool	bomb	Bombe	bom	bomba	bombo	bombe	bomba	bombe	бомба
1215	2	Tool	gun (ballistic weapon)	Gewehr	geweer	cannone	pafilo	fusile (= rifle)	gan, banduk	gvond	огнестрельное оружие, винтовка
1216	3	Tool	bullet	Kugel	kogel	pallottola, proiettile	kuglo		kula	glonce	пуля
1217	3	Tool	cannon	Kanone	kanon	cannone	kanono, pafilego	kanone	kanon	canon	пушка
1218	2	Tool	cage	Käfig	kooi	gabbia	kaĝo	kaje	kafsa	cage	клетка
1219	2	Tool	fence (outdoor barrier supported by posts)	Zaun	hek, schutting, omheining	staccionata	barilo	fense	barana	barrier	забор
1220	2	Tool	hook	Haken	haak	gancio	hoko		huk	ank	крюк
1221	2	Tool	net	Netz	net	rete	reto	rete	neta	net	сеть
1222	2	Tool	screen, mesh	Gitter, Masche	maas, scherm	schermo	ekrano	shirme (screen = shelter), mashe	ekran	schirm, seit	экран
1223	2	Tool	trap	Falle	val, voetangel	trappola	kaptilo	kaptilo	kapter	kapan	ловушка
1225	3	Tool	drill	Bohrer	drilboor	foro	borilo		borer	drill	бур, дрель
1226	3	Tool	file (tool for abrading)	Feile	vijl	lime	fajlo	lime	 	sleim	 
1227	2	Tool	fork (instrument with >=2 prongs for picking up something)	Gabel	vork	forchetta (for eating), forcone (to be held with two hands)	forko	forkete (forke = pitchfork)	furka	ghabel	вилка, вилы
1228	2	Tool	hammer	Hammer	hamer	martello	martelo	hamre	hamra	hammer	молоток
1229	3	Tool	screwdriver	Schraubenzieher, Schraubendreher			ŝraŭbilo				
1230	2	Tool	spoon	Löffel	lepel	cucchiaio	kulero	kuliere	chiza	guar	ложка
1231	3	Tool	tongs	Zange	tang	pinze	prenilo	pinse	pinser	tang	щипцы
1232	3	Tool	wrench {British: spanner}	Schraubenschlüssel	moersleutel	chiave	ŝraubŝlosilo		 	vrehng	гаечный ключ
1233	3	Tool	hoe	Hacke			sarkilo				
1234	3	Tool	plow, plough	Pflug	ploeg	aratro	plugilo	pluge	rasta	raster	грабли
1235	3	Tool	rake	Rechen	hark	rastrello	rastilo	rastre	rasta	raster	грабли
1236	3	Tool	shovel	Schaufel	schop	pala	fosilo	shovele	lopata	lopat	лопата
1237	3	Tool	bar, rod	Stange	stang, staaf	asta, barra, stanga, palo	stango	stange			
1238	3	Tool	pole, stick (long bar)	Most, Stange	stok	stanga	stango	bastone	stanga	stangh	шест, жердь
1239	3	Tool	post (vertical pole anchored in ground)	Pfahl	paal	palo	fosto		stolba	pal, stolb	столб
1240	2	Tool	wire (long thread-like piece of metal)	Draht	draad	cavo	drato	drate	tel	viel	проволока
1241	3	Tool	cord, cable (thicker than wire)	Kabel	kabel, koord	cavo	kablo	korde	kabel	dauyn	кабель
1243	3	Tool	broom	Besen	bezem	scopa	balailo	balaye	brum	firscha	метла, веник
1244	2	Tool	brush	Bürste, Pinsel	borstel	spazzola	broŝilo	brose	brash	beurst	щётка
1245	2	Tool	comb	Kamm	kam	pettine	kombo	peine	kanga	pecten	расчёска
1246	2	Tool	button (on a shirt etc.)	Knopf	knoop	bottone	butono	butone	buton	buton, knop	пуговица
1247	2	Tool	chain (connected series of rings or links)	Kette	ketting	catena	ĉeno	katene	kadena	chaine	цепь
1248	3	Tool	nail (pointy fastener)	Nagel	spijker	chiodo	najlo	nagle	naga	gwozd	гвоздь
1249	3	Tool	screw (threaded fastener)	Schraube	schroef	vite	ŝraŭbo	skrue	vinta	scruv	винт, шуруп
1250	3	Tool	staple (fastener)	Heftklammer	nietje, kram	puntina	krampo		 	clehsp	скоба
1251	3	Tool	strap	Riemen, Gurt	riem	cinghia	rimeno	strape	belta	yesmen	ремень
1252	2	Tool	cover (thing put onto or extended over something else)	Decke, Deckel	deksel	[no equivalent for such a generic meaning]	kovrilo	kovre	kovra	covehr	покров, покрытие
1253	3	Tool	dome (anything shaped like an upside-down bowl)	Kuppel	koepel, gewelf	cupola	kupolo	dome	kupula	thol	купол
1254	3	Tool	envelope (folded paper covering a letter)	Briefumschlag	envelop	busta	kuverto	kuverte	letakuta	vulbh	конверт
1255	3	Tool	lid	Deckel, Klappe			kovrilo				
1256	2	Tool	candle	Kerze	kaars	candela	kandelo	bujie, kandele	kandela	kandel	свеча
1257	2	Tool	lamp	Lampe	lamp	lampada	lampo	lampe	lampa	lampe	лампа
1259	2	Tool	mirror	Spiegel	spiegel	specchio	spegulo	spegele	mira	specule	зеркало
1260	3	Tool	lens	Linse	lens	lente	lenso	lense	linsa	linse	линза
1261	3	Tool	eyeglasses	Brille	bril	occhiali {plural only}	okulvitroj	lunete	okula	bril	очки
1262	3	Tool	telescope	Fernrohr	telescoop	telescopio	teleskopo	teleskope	teleskop	telescope	телескоп
1263	3	Tool	microscope	Mikroskop	microscoop	microscopio	mikroskopo	mikroskope	mikroskop	microscope	микроскоп
1264	3	Tool	scale (device to measure weight)	Waage	weegschaal	bilancia	pesilo	ponderilo	pondika	waga	весы
1265	3	Tool	dial (circle marked with numbers/symbols)	Zifferblatt, Skala	wijzerplaat	quadrante	ciferplato		siferblat	cifferblat	циферблат
1266	3	Tool	hourglass	Stundenglas	zandloper	clessidra	sablohorloĝio		ramlakloka	sandsaat	песочные часы
1267	3	Tool	clock	Uhr	klok, uurwerk	orologio	horloĝo	horloje	kloka	horloge	часы
1268	3	Tool	drain (device that removes unwanted liquid)	Abfluss	afvoerpijp	scarico	drenilo	drenere	drenihandak	drain	водосток, дренажная канава
1269	2	Tool	pipe (a hard tube for transporting liquid)	Rohr	buis, pijp	tubo	pipo	tube	tuba	aul	труба
1270	3	Tool	pump	Pumpe	pomp	pompa	pumpilo	pumpe	pumpa	pumpe	насос, помпа
1271	3	Tool	syringe	Spritze	spuit, spuitje	siringa	injektilo	siringe	siringa	sringa	шприц
1272	3	Tool	valve (flow-controller)	Klappe, Ventil	ventiel	valvola	valvo	valve	 	valve	клапан
1273	3	Tool	plug, stopper	Pfropfen, Stöpsel	prop	tappo	ŝtopilo	tampone	stoper	stopper, corc	затычка
1274	3	Tool	telephone	Telefon, Fernsprecher	telefoon	telefono	telefono	telefone	telefon	telephone	телефон
1275	3	Tool	radio (a wireless receiver)	Radioapparat	radio	radio	radio	radio	radio	radio	радио
1276	3	Tool	television set	Fernsehapparat	televisie	televisore	televido	[no equivalent]	TV	TV	телевизор
1277	3	Tool	computer (electronic instruction-obeying information-handler)	Computer	computer	computer	komputilo {variants: komputero; komputoro}	[no equivalent]	kompyuter, kompa	computer	компьютер
1278	3	Tool	cellphone, cellular telephone	Handy, Mobiltelefon			poŝtelefono	[no equivalent]			
1280	3	Tool	balloon	Ballon	ballon	pallone	balono	balone	balon	ballon 	баллон; воздушный шар
1281	2	Tool	coin	Münze	munt, muntstuk	moneta	monero	monete	moneta	pieng	монета
1282	3	Tool	fan (device to create air current)	Fächer	waaier	ventilatore	ventumilo	ventilatore {?}	fenger, ventilator	windplic, ventilator	вентилятор
1283	3	Tool	gear (toothed wheel)	Zahnrad	gier	ingranaggio	dentradaro		dentarada	ghir	шестерня
1284	3	Tool	handle (part of tool by which it is held)	Griff, Henkel, Handkurbel	handvat	manico	tenilo	anse	graspika	stolg	рукоятка, ручка
1285	3	Tool	hinge	Angel (einer Tür)	scharnier	cardine	ĉarniro	charnire	sharnir	mifussal	петля (дверная), шарнир
1286	2	Tool	key (metal device for operating lock)	Schlüssel	sleutel	chiave	ŝlosilo	klefe	klef	cleich	ключ
1287	3	Tool	knob	Drücker, Knopf	knop	manopola	tubero		 	knop	набалдашник
1288	3	Tool	ladder	Leiter	ladder	scala	ŝtupetaro	skale	sulam	climek	лестница
1289	3	Tool	lever	Hebel	hefboom	leva	levstango	levere	dranga	drangh	рычаг
1290	2	Tool	lock (device for securing doors)	Schloss	slot	serratura (inside the door), lucchetto (applied to the door and removable)	seruro	"{padloke = padlock; no general word for ""lock"" can be found}"	kufla	sclud	замок (на дверь)
1291	2	Tool	machine (device with moving parts)	Maschine	machine	macchina	maŝino	machine	mashina	machine	машина
1292	3	Tool	match (little fire-stick)	Streichholz	lucifer	fiammifero	alumeto	alumete	kibrit	kibrit	спичка
1293	3	Tool	pedal	Pedal	pedaal	pedale	pedalo	pedale	pedal	pedal	педаль
1294	3	Tool	pulley	Rolle	katrol	puleggia	pulio	pulie	 	pullie	шкив, блок
1295	3	Tool	sponge (real/synthetic corpse of animal of phylum Porifera)	Schwamm	spons	spugna	spongo	sponje	sponja	swombh	губка
1296	3	Tool	spool, reel (cylinder onto which something is wound)	Spule	spoel	bobina	bobeno	spule	bobina	spula	катушка
1297	3	Tool	spring (metal helix)	Feder	veer, drijfveer	molla	risorto	resore	resora	lumpia	пружина
1298	3	Tool	umbrella	Regenschirm	paraplu	ombrello	ombrelo	parapluve	ambrela	saan	зонтик
1299	3	Tool	sheath	Scheide	schede	fodero	ingo		dan	kardkasch	ножны
1300	2	House	container	Behälter	vat	contenitore	ujo, entenilo, vazo		dan, kontener	container	контейнер
1301	3	House	barrel, cask	Fass	fust, ton	barile	barelo	barele	barela	but	бочка
1302	1	House	basket	Korb	korf, mand	cesto	korbo	korbe	basketa	kist, corbh	корзина
1303	2	House	bottle	Flasche	fles, flesch	bottiglia	botelo	botle	botela	botel	бутылка
1304	2	House	bowl (deep round dish)	Schale	kom	ciotola	bovlo	bole	kopa	bol	чаша
1305	2	House	box (rigid rectangular receptacle)	Kasten, Schachtel, Karton	kist, doos	scatola	kartono	boxe, keste	boxa	scattule, cutia	ящик, коробка
1306	2	House	bucket, pail	Eimer	emmer	secchio	sitelo		dalwa	amfer	ведро
1307	2	House	can (presealed metal container) {British: tin}	Büchse	blik	lattina	ladskatolo		tin-ken	conserve	консервная банка
1308	1	House	cup (small bowl with handle)	Tasse, Becher	kop, kopje	tazza	taso	tase	tasa	tasse	чашка
1309	3	House	dish (any shallow concave container)	Schüssel	schotel	piatto	plado	platone	dish	pliat	блюдо
1310	2	House	jar, jug (big wide-mouthed bottle)	Krug	kruik	giara	poto	kruche (= jug)	kruga	weuder	кувшин
1311	3	House	package, packet, parcel	Paket	pakje	pacco	pakaĵo	pakete	paketa	pack(ett)	пакет
1312	3	House	pan (broad shallow cooking dish)	Pfanne	pan	padella	pato	padele	frier	tanjar, skord; teghnon	сковородка
1313	3	House	plate (shallow dish, usually round)	Teller	bord	piatto	telero	plate	pyata	taler	тарелка
1314	2	House	pot (deep round vessel)	Topf	pot, kan	pentola	kaserolo	pote	pot	pot	горшок
1315	2	House	sack, bag	Sack	zak	sacco. borsa	sako	sake	sak	sack	мешок, куль
1316	3	House	tray (shallow rectangular dish)	Tablett	dienblad, schenkblad	vassoio	pleto		 	tepji	поднос
1330	3	House	frame (structure supporting or surrounding something)	Rahmen, Gestell	raam, lijst, frame	cornice	kadro	frame	frama	fraum	рама
1331	3	House	rack (framework of bars for storage)	Ständer, Raufe	rek	scaffale	krado		stanka	stoya	стойка, штатив, подставка, станина
1332	3	House	rail (usually horizontal bar for restraining/supporting things)	Geländerstange	railing, leuning	rotaia	relo	rele	rel	rail	рельс
1340	3	House	furniture	Möbel	meubels, meubelen [plur]	mobilia, arredamento	mebloj	moblaro	mebel	meublar	мебель
1341	1	House	bed	Bett	bed	letto	lito	lite	kama	crovat, lict	кровать
1342	2	House	chair (furniture for one person to sit on)	Stuhl	stoel	sedia	seĝo	stule	stula	stol	стул
1343	3	House	pillow	Kissen	kussen	cuscino	kuseno	kusene	kushen	wangher, bolghi	подушка
1344	3	House	shelf	Regal	plank	ripiano, scaffale	breto		tana	regal	полка
1345	3	House	bookcase	Bücherschrank	boekenkast	scaffale	libroŝranko		tana	regal	полка
1346	2	House	table (piece of furniture with flat top)	Tisch	tafel	tavolo	tablo	table	tabla	table	стол
1347	3	House	desk	Schreibtisch	werktafel	scrittoio	skribtablo				
1360	3	House	sink (washbasin for hands)	Spülbecken							
1361	3	House	bathtub	Badewanne							
1362	3	House	toilet, water closet	Klosett	w.c., toilet	bagno	necesejo	latrine, lavatorie	tuvalet	tualette	туалет
1401	3	Clothing	cloth, fabric (material made of threads)	Stoff, Gewebe	doek, geweven stof	tessuto	tolo	texatum	kapra	woibh	ткань, материя
1402	3	Clothing	silk	Seide	zijde	seta	silko	silke	silka	silk	шёлк
1403	3	Clothing	wool	Wolle	wol	lana	lano	lane	mao	wuln(a)	шерсть
1404	2	Clothing	leather (prepared hide)	Leder	leer	cuoio	ledo	ledre	piga	lieter	кожа (материал)
1410	2	Clothing	needle	Nadel	naald	ago	kudrilo, nadlo	agulie	igla	nadh	игла
1411	3	Clothing	loom	Webstuhl	weefgetouw	telaio	teksilo				
1415	2	Clothing	thread	Faden, Faser	garen	filamento	fadeno	file	filu	siuol, filament	нить
1416	2	Clothing	string (thicker than thread and thinner than rope)	Bindfaden, Sehne, Saite	koord, touw	corda	ŝnureto	kordete	syen	schnur	струна
1417	2	Clothing	rope	Seil	touw	corda, fune	ŝnuro	korde	korda	seil	верёвка
1420	2	Clothing	sew [v]	nähen	naaien	cucire	kudri	suta	suti	syuh	шить
1421	3	Clothing	weave [v]	weben	weven	tessere	teksi [vt]	texa	texi	wehbh	ткать, плести
1425	2	Clothing	wear (to have a garment on the body) [v]	tragen							
1426	3	Clothing	put on (to begin to wear a garment) [v]	anziehen							
1427	3	Clothing	take off (to remove a garment from the body) [v]	ausziehen							
1430	2	Clothing	hat	Hut	hoed	cappello	ĉapelo	chapele, kaskete	shapa	hatt	шапка
1431	3	Clothing	cap (a brimless or informal hat)	Mütze, Kappe	kapje, muts	berretto	ĉapo				
1432	3	Clothing	helmet	Helm	helm	elmetto {military}, casco {sports}	kasko	helme	helma	helm	шлем
1435	3	Clothing	garment (item of clothing)	Gewand	kledingstuk	indumento	vestaĵo	veste	klaida	roube, vester	одеяние, одежда
1436	3	Clothing	uniform (special garments worn by members of a group)	Uniform	uniform	uniforme	uniformo	uniforme	uniforma	uniform	униформа
1437	3	Clothing	suit (combo of jacket, dress shirt, slacks, and usually necktie)	Anzug		vestito, completo	kompleto				
1440	3	Clothing	apron	Schürze	schort	grembiule	antaŭtuko		avantuh	mandile	фартук
1441	2	Clothing	belt	Gürtel	ceintuur, gordel	cintura	zono		belta	yeusmen; belt	пояс, ремень
1442	2	Clothing	glove	Handschuh	handschoen	guanto	ganto	gante	ganta	guant	перчатка
1443	3	Clothing	harness	Harnisch	tuig, gareel	finimenti {normally used only at the plural}	jungilaro	harnese	jota	khath	упряжь
1444	3	Clothing	necktie	Krawatte	stropdas	cravatta	kravato	kravate	tay	cravate	галстук
1445	3	Clothing	veil	Schleier	sluier	velo	vualo	vele	vual	kehlder	вуаль
1450	2	Clothing	coat (heavy outer garment with sleeves)	Mantel	jas	cappotto	palto, mantelo	jake	palto, mantela	mantel, palto	пальто, плащ
1451	3	Clothing	jacket (a short and/or lightweight coat)	Jacke	jack	giacca	jako	jakete	jaka	jaquet	куртка
1452	2	Clothing	dress (a garment that combines bodice and skirt)	Kleid, Gala	jurk		robo		roba	rogv	платье (женское)
1453	2	Clothing	shirt	Hemd	hemd, overhemd	camicia	ĉemizo	kamise	kamisa	camiss	рубашка
1454	3	Clothing	T-shirt (a collarless short-sleeved casual shirt or undershirt)	T-shirt	T-shirt	maglietta	T-ĉemizo, to-ĉemizo				
1460	2	Clothing	pants, trousers	Hose	broek	pantaloni {plural only}	pantalono	pantalone	panta	pantalon, bruks	штаны
1461	3	Clothing	jeans, blue-jeans	Jeans	spijkerbroek, jeans	jeans	ĝinzo				
1462	3	Clothing	skirt	Rock	rok	gonna	jupo	jupe	jupa	fustan	юбка
1463	3	Clothing	shorts (outer pants extending no lower than knees)	kurze Hose, Shorts	shorts, korte broek	calzoncini, pantaloni corti	ŝorto, sportkuloto	kalsone {?}	shorta	schorts	шорты
1464	3	Clothing	underpants	Unterhose	onderbroek	mutande	kalsono, kalsoneto				
1470	2	Clothing	shoe	Schuh	schoen	scarpa	ŝuo	shu(e)	shu	schou	туфля, полуботинок; башмак
1471	3	Clothing	sock (a snug-fitting cloth covering for the foot and ankle)	Socke	sok, kous	calzino	ŝtrumpeto	kalsete	sok		носок, чулок
1472	3	Clothing	slipper (lightweight shoe worn indoors)	Hausschuh	pantoffel, slipper	pantofola	pantoflo				
1480	3	Clothing	collar (portion of shirt around neck)	Kragen	boord	colletto	kolumo	kolare	kolar	kolnier	воротник
1481	2	Clothing	pocket	Tasche	zak, broekzak	tasca	poŝo	poshe	posh	gep	карман
1485	2	Clothing	blanket (large piece of soft material used as a cover)	Wolldecke	deken	lenzuolo (of cotton), coperta (of wool)	kovrilo		manta	blanquet	одеяло
1486	3	Clothing	curtain	Vorhang, Gardine	gordijn	tenda	kurteno	kurtene	kurtena	cortin	занавеска
1487	2	Clothing	rug	Teppich	kleedje, tapijt	tappeto	tapiŝo	tapisete	tapis	kelim; hassir	ковёр
1488	3	Clothing	towel	Handtuch	handdoek	asciugamano, cencio	mantuko, bantuko, viŝtuko		tualya	handtuk	полотенце
1490	3	Clothing	flag	Fahne	vlag	bandiera	flago	flage	flaga	flag	флаг
1491	3	Clothing	sail	Segel	zeil	vela	velo	segle	parus	seghel	парус
1495	3	Clothing	patch (piece of material used to cover or repair a flaw)	Flicken	lap	toppa, pezza	flikaĵo		 	pan	заплата
1501	2	Building	building, edifice (structure with walls and roof)	Gebäude	gebouw	edificio	konstruaĵo	edifise	bildura	bina	здание
1510	2	Building	roof	Dach	dak	tetto	tegmento	tekte	ruf	krov, tect	крыша
1511	3	Building	ceiling	Decke	plafond	soffitto	plafono	plafone	tavan	tavan	потолок
1512	3	Building	floor (bottom surface of a room)	Fussboden	vloer, grond	pavimento	planko	planche	poda	 	пол
1513	2	Building	wall	Wand, Mauer	muur, wand	muro	muro	mure	mur	mur	стена
1514	2	Building	window	Fenster	raam, venster	finestra	fenestro	fenestre	winda	fenster	окно
1515	2	Building	door	Tür	deur	porta	pordo	porte	dwar	dwer	дверь
1516	3	Building	stair(s)	Treppe	trap	scala	ŝtuparo	eskalere	sulam	drab	лестница
1517	3	Building	elevator {British: lift}	Fahrstuhl	lift	ascensore	lifto	elevatore	lifter	lift	лифт
1518	3	Building	corner (area in a room where perpendicular walls meet)								
1520	2	Building	fireplace, hearth	Herd, Kamin	haard	caminetto	kameno	kamine	kamin	vatra, ayd	камин
1521	3	Building	chimney	Schornstein	schoorsteen	camino	kamentubo, fumtubo	kamine	fumtuba	camin	дымовая труба
1530	2	Building	room (a distinct segment of a building)	Zimmer	kamer	stanza (generic); camera (for people to live)	ĉambro	chambre	shamba	kyal	комната
1531	3	Building	attic, garret	Dachboden	zolder, vliering	attico	subtegmento	mansarde	rufshamba	granar	чердак
1532	3	Building	cellar, basement	Keller	kelder	cantina	kelo	kelere	kela	kellar	подвал
1533	3	Building	genkan (entrance area of Japanese house where shoes are removed)								
1534	3	Building	porch (any semi-outdoor area attached to a house)	Veranda							
1535	2	Building	kitchen	Küche							
1536	3	Building	dining room	Esszimmer							
1537	3	Building	living room	Wohnzimmer							
1538	3	Building	bedroom	Schlafzimmer							
1539	3	Building	bathroom	Badezimmer							
1540	3	Building	closet	Toilette							
1550	2	Building	house (a free-standing man-made dwelling-building)	Haus	huis	casa	domo	huse	dom	dom	дом
1555	3	Building	block of flats, apartment building	Reihenhaus							
1556	2	Building	reside, dwell, live [v]	wohnen	wonen, resideren	vivere	loĝi [vi]	resida	habiti	resid, weik, gwiv, habite	жить, проживать
1557	2	Building	camp, bivouac, temporary shelter	Lager	kamp	accampamento	tendumejo, kampadejo, bivakejo	bivake	kampa	camp, waun	лагерь
1560	3	Building	bank (monetary institution)	Bank	bank	banca	banko	banke	banka	bank	банк
1561	3	Building	church (building or institution of public worship)	Kirche	kerk	chiesa	preĝejo	kirke (building), eklesie (institution)			
1562	3	Building	factory	Fabrik	fabriek	fabbrica	fabriko	fabrike	fabrika	fabrique	фабрика
1563	3	Building	mill (place where raw materials are processed)	Mühle	molen	mulino	muelejo	mile	melidom	molin	мельница
1564	3	Building	hospital	Krankenhaus	ziekenhuis, hospitaal	ospedale	malsanulejo, hospitalo	hospitale	hospital	hospital	больница
1565	3	Building	hotel, inn	Hotel, Gasthof	hotel	albergo, hotel	hotelo, gastejo	hotele	hotel	hotel	гостиница
1566	3	Building	library	Bibliothek	bibliotheek	biblioteca	biblioteko	libraro, biblioteke	kitabaguan	bibliotheque	библиотека
1567	3	Building	museum	Museum							
1568	3	Building	post office	Post, Postamt							
1569	3	Building	prison	Gefängnis	gevangenis	prigione, carcere	malliberejo	prisone	skola	scol	школа
1570	2	Building	school	Schule	school	scuola	lernejo	skole	skola	scol	школа
1571	3	Building	university	Universität	universiteit	università	universitato	universitate	universitet	universitat	университет
1572	3	Building	restaurant	Restaurant, Lokal, Gsststätte							
1573	3	Building	bar (where alcoholic drinks are served), pub	Kneipe	kroeg, bar	bar	trinkejo	taverne	taverna, bar	taverne, crechma, bar	таверна, бар
1574	3	Building	theater, theatre	Theater	theater, schouwburg	teatro	teatro	teatre	teatra	theatre	театр
1580	2	Building	store, shop, boutique	Laden, Geschäft	winkel, shop	negozio	butiko, vendejo, magazeno	butike	shop, dukan	butique, magasin, dukan	магазин, лавка
1581	3	Building	grocery store	Lebensmittelladen							
1582	3	Building	bookstore	Buchhandlung							
1590	2	Building	bridge	Brücke	brug	ponte	ponto	ponte	ponta	brigv	мост
1591	3	Building	tower	Turm	toren	torre	turo	turme	tawa	tor	башня
1592	3	Building	dam	Damm							
1593	2	Building	board	Brett	plank	tavola, tavolo	tabulo	planke	planka, tabula	baurd, tapwl	доска, дощечка
1594	2	Building	brick (hard clay block)	Ziegelstein	baksteen	mattone	briko	brike	brik	brick	кирпич
1595	2	Building	farm	Bauernhof	boerderij	fattoria	farmo	ferme	ferma	farm	ферма
1596	2	Building	park (public outdoor area)	Park	park	parco	parko	parke	parka	park	парк
1597	3	Building	stadium	Stadion							
1598	2	Building	market (place of many sellers, usually outdoors or semi-enclosed)	Markt	markt	mercato	bazaro	merkate	basar	mercat, basar	базар, рынок
1601	3	Government	government	Regierung	regering	governo	registaro	guvernantaro, governamente	guverna	gouvernement	правительство
1602	3	Government	authority (the right/power to command)	Autorität	gezag, autoriteit	autorità	aŭtoritateco	autoritate	mahta	autoritat, waldh	власть
1603	3	Government	right (a right to do/be ...)	Recht	recht	diritto	rajto	jure	raita	rect	право
1610	3	Government	nation, state (political entity)	Nation, Land	natie	nazione (properly if ethnicallly based); stato (any political entity)	nacio	natione	nasion, stata	nation, stat	нация, государство
1611	3	Government	province (of Canada etc.), prefecture, state (of USA etc.)	Provinz, Bundesstaat	provincie, prefectuur	provincia; stato; cantone; regione, provincia	provinco (Kanado/ĉinio), ŝtato (Usono), departemento (Francio)	provinse, state	provinsia, stata	province, stat	провинция; штат
1612	3	Government	international [aj]	international	internationaal	internazionale	internacia	international	interjenmin-ney	international	международный
1613	3	Government	border (dividing line between countries or provinces)	Grenze							
1614	3	Government	passport	Ausweis, Pass							
1615	3	Government	capital (chief city)	Hauptstadt							
1620	3	Government	agency, bureau	Behörde, Büro	bureau, agentschap	ufficio {room or department where clerical work is done}	instanco, buroo	buro	buroo	amt, bureau	бюро
1621	3	Government	official (issued with authority) [aj]	offiziell, amtlich	officieel	ufficiale	oficiala	ofisial	ofisiale	official	офоциальный
1622	2	Government	tax	Steuer	belasting	tassa, imposta	imposto	taxo	naloga	taxe	налог
