id	Definition
PWN:communication.n.01	η δραστηριότητα της επικοινωνίας, η επικοινωνία
PWN:community.n.01	άνθρωποι που διαμένουν σε έναν τόπο
PWN:companion.n.01	πρόσωπο που βρίσκεται συχνά στην παρέα κάποιου άλλου
PWN:company.n.01	ένωση προσώπων οργανωμένη και επίσημα αναγνωρισμένη ως νομικό πρόσωπο με συγκεκριμένους σκοπούς
PWN:company.n.03	η ιδιαίτερη σχέση που υπάρχει μεταξύ συντρόφων
PWN:compare.v.01	εξετάζω, κρίνω δύο ή περισσότερα πρόσωπα ή πράγματα, για να εντοπίσω και να δείξω τα σημεία της ομοιότητα ή και της διαφοράς τους
PWN:compete.v.01	διαγωνίζομαι για κάτι, αγωνίζομαι να ξεπεράσω κάποιον, να αναδειχθώ ανώτερος
PWN:complain.v.01	εκφράζω παράπονα
PWN:complete.v.01	συμπληρώνω κάτι έτσι ώστε να είναι πλήρες, φέρνω σε πέρας, τελειώνω
PWN:component.n.03	το καθένα από τα στοιχεία που ανήκουν σε ορισμένο μηχάνημα, μηχανισμό κ.τ.λ. και βοηθούν στη σωστή λειτουργία του
PWN:computer.n.01	μηχανή που κάνει υπολογισμούς αυτόματα
PWN:concede.v.01	παραδέχομαι, αναγνωρίζω την αλήθεια μιας κατάστασης, ενός γεγονότος
PWN:conceive.v.03	μένω έγκυος
PWN:concern.n.02	ψυχική ταραχή, αγωνία ή και φόβος
PWN:concert.n.01	εκτέλεση ενός ή συνήθως περισσότερων μουσικών έργων από ορχήστρα ή και από χορωδία, σε δημόσιο χώρο
PWN:condition.n.01	το σύνολο των συνθηκών που επικρατούν σε δεδομένη στιγμή
PWN:connect.v.01	συνδέω, τοποθετώ μαζί δύο ή περισσότερα αντικείμενα
PWN:connection.n.01	σχέση ανάμεσα σε πράγματα ή γεγονότα (όπως στην περίπτωση όπου κάτι μοιράζεται κάποια χαρακτηριστικά με κάποιο άλλο)
PWN:consequence.n.01	ό,τι προκύπτει ως αποτέλεσμα μιας ενέργειας, ενός γεγονότος ή μιας κατάστασης
PWN:consider.v.05	σκέφτομαι, εξετάζω κάτι προσεκτικά
PWN:consist.v.04	απαρτίζομαι, είμαι συγκροτημένος
PWN:consonant.n.01	φθόγγος που δεν μπορεί να σχηματίσει μόνος του συλλαβή, καθώς και το γράμμα που τον παριστάνει
PWN:construct.v.01	υψώνω επάνω στο έδαφος μια κατασκευή, χρησιμοποιώντας διάφορα οικοδομικά υλικά, όπως π .χ. πέτρα, τσιμέντο, τούβλα κ.τ.λ.
PWN:construction.n.01	η ενέργεια του κατασκευάζω ή χτίζω ή φτιάχνω
PWN:consume.v.05	ελαττώνω, σμικρύνω, λιγοστεύω
PWN:container.n.01	ειδική περίφρακτη κατασκευή για αποθήκευση ή μεταφορά αγαθών
PWN:contend.v.06	πολεμώ, συμμετέχω σε ένοπλη σύγκρουση, σε μάχη, αγωνίζομαι έντονα
PWN:continue.v.01	"συνεχίζω μια συγκεκριμένη δραστηριότητα ή κατάσταση, π .χ. ""Συνεχίστε να δουλεύετε!"""
PWN:continue.v.03	παραμένω σε μια σταθερή κατάσταση
PWN:contract.n.01	νόμιμο συμφωνητικό έγγραφο μεταξύ δύο ή περισσοτέρων ανθρώπων
PWN:control.v.01	εξασκώ έλεγχο σε, δίνω διαταγέςή διαταγή σε κάποιον  να κάνει κάτι
PWN:conversation.n.01	ανεπίσημη ανταλλαγή απόψεων με χρήση λόγου
PWN:converse.v.01	συζητώ με κάποιον
PWN:convey.v.01	μεταβιβάζω πληροφορία, μεταφέρω κάτι και το δίνω σε κάποιον
PWN:convict.v.01	κηρύσσω ένοχο έναν κατηγορούμενο, ενώπιον του δικαστηρίου, και του επιβάλλω κάποια ποινή
PWN:cook.v.02	ετοιμάζω ή παρασκευάζω (κάτι που τρώγεται ή πίνεται)
PWN:cook.v.03	παρασκευάζω φαγητό
PWN:cookie.n.01	γλύκισμα από ζύμη διαμορφωμένη σε μικρά και λεπτά κομμάτια, τα οποία ψήνονται καλά στο φούρνο, ώστε να γίνουν τραγανά
PWN:cool.a.01	αυτός που είναι μέτρια κρύος, έτσι ώστε να προκαλεί ένα ευχάριστο αίσθημα
PWN:copper.n.01	μεταλλικό στοιχείο, ελατό όλκιμο και ακατέργαστο, που απαντά στη φύση υπό μορφή ενώσεων με οξυγόνο η θείο και έχει χρώμα κιτρινέρυθρο έως κοκκινωπό. Χρησιμοποιείται ως ηλεκτρικός ή θερμικός αγωγός
PWN:copy.n.02	πιστή αναπαραγωγή ενός εγγράφου, σχεδίου, φωτογραφίας κ.α.
PWN:cord.n.01	μακρύ κορδόνι ή σύρμα που φτιάχνεται με το στρίψιμο ινών από το φυτό σχοίνος, από κάνναβη ή λινάρι και χρησιμοποιείται για να δένονται και να κρεμιούνται διάφορα αντικείμενα ή για να λειτουργούν διάφορες μηχανές και εργαλεία
PWN:cormorant.n.01	είδος υδρόβιου πτηνού που ανήκει στα πελεκανόμορφα
PWN:corn.n.01	μονοετές δημητριακό φυτό, από τον καρπό του οποίου εξάγεται αλεύρι, άμυλο, λάδι, ενώ από τον βλαστό του χαρτί και νήματα. Έχει καλαμοειδή βλαστό που φθάνει τα 2- 3μέτρα ύψος, μακρουλά, λογχοειδή και ευλύγιστα φύλλα και μικρούς κίτρινους καρπούς που σχηματίζουν βότρυες
PWN:corner.n.03	εσωτερική γωνία που σχηματίζεται από τη συνάντηση δυο τοίχων
PWN:cornet.n.01	είδος σάλπιγγας που τη χρησιμοποιούν σε ορχήστρα
PWN:cotton.n.02	πλεγμένο ύφασμα από βαμβακερό νήμα
PWN:cotton.n.03	το φυτό που είναι σε μορφή πόας ,θάμνου ή δέντρου και καλλιεργείται για τις ίνες του, που σχηματίζουν χνούδι γύρω από τον καρπό του
PWN:count.n.01	ο συνολικός αριθμός σε μια καταμέτρηση
PWN:count.v.01	εκθέτω αναλυτικά και κατά σειρά πράγματα ή γεγονότα
PWN:country.n.02	τμήμα της επιφάνειας της γης που κατοικείται από ένα λαό και που αποτελεί συνήθως αυτόνομο κράτος
PWN:countryside.n.01	η ύπαιθρος, χώρος με πράσινο, δέντρα, κ.λπ.
PWN:courage.n.01	η ψυχική αντοχή με την οποία αντιμετωπίζει κάποιος τις δύσκολες καταστάσεις
PWN:court.n.01	το σύνολο των δικαστών που ασχολείται με την διεξαγωγή δικαστικών υποθέσεων
PWN:court.n.10	αυλή κτηρίου
PWN:cousin.n.01	το παιδί της θείας σου ή του θείου σου
PWN:cover.v.01	παρέχω, εξοπλίζω με κάλυμμα, σκεπάζω επιφάνεια ή αντικείμενο
PWN:cow.n.01	το θηλυκό οικόσιτων βοοειδών
PWN:coyote.n.01	μικρός λύκος που προέρχεται από τη βορειοδυτική Αμερική
PWN:crack.n.01	μακρύ και στενό άνοιγμα
PWN:crack.n.01	μακρύ και στενό άνοιγμα
PWN:crawl.v.01	κινούμαι πάνω στο έδαφος με την κοιλιά
PWN:crawl.v.01	κινούμαι πάνω στο έδαφος με την κοιλιά
PWN:cream.n.02	η παχύρευστη, κιτρινωπή, λιπαρή ουσία του γάλακτος με την οποία παρασκευάζεται το βούτυρο
PWN:crime.n.01	κάθε πράξη εκούσια που συνιστά παράβαση γραπτού νόμου και για την οποία προβλέπεται ποινή από τον ποινικό κώδικα
PWN:crooked.a.01	αυτός που δεν είναι ίσιος, που παρεκκλίνει από την ευθεία και έχει γωνίες ή καμπύλες
PWN:crop.n.01	η απόδοση των φυτών σε μια ορισμένη εποχή ανάπτυξης
PWN:crop.n.01	η απόδοση των φυτών σε μια ορισμένη εποχή ανάπτυξης
PWN:cross.n.01	ξύλινη κατασκευή, αποτελούμενη από ένα χοντρό κατακόρυφο πάσσαλο και έναν άλλο μικρότερο κάθετα στερεωμένο στο επάνω μέρος του πρώτου
PWN:crow.n.01	είδος πουλιού που είναι  μαύρο, μεσαίου μεγέθους και έχει χαρακτηριστικό σκληρό ράμφος και τραχιά φωνή
PWN:crowd.n.01	μεγάλος αριθμός ατόμων ή αντικειμένων ως σύνολο
PWN:cry.v.02	εκδηλώνω μια δυσάρεστη ψυχική κατάσταση (θλίψη, στενοχώρια, λύπη) ή σωματικό πόνο με δάκρυα που τρέχουν από τα μάτια μου και που μπορεί να συνοδεύονται από λυγμούς ή από αναφιλητά
PWN:cucumber.n.01	φυτό που οι μίσχοι του ξετυλίγονται παράλληλα με το έδαφος και που καρπός του είναι το αγγούρι
PWN:cucumber.n.02	ο επιμήκης και κυλινδρικός καρπός της αγγουριάς, με άσπρη ή πρασινωπή σάρκα, άγουρη, τραγανή και δροσιστική, που τρώγεται ωμή σε σαλάτες ή διατηρημένη σε ξίδι
PWN:cucumber.n.02	ο επιμήκης και κυλινδρικός καρπός της αγγουριάς, με άσπρη ή πρασινωπή σάρκα, άγουρη, τραγανή και δροσιστική, που τρώγεται ωμή σε σαλάτες ή διατηρημένη σε ξίδι
PWN:cultivate.v.02	εκτελώ ένα σύνολο γεωργικών εργασιών για να προετοιμάσω το έδαφος για την παραγωγή φυτικών προϊόντων:
PWN:culture.n.01	ο πολιτισμός ενός συγκεκριμένου τόπου και χρόνου
PWN:cup.n.01	η μικρή κούπα με λαβή, με την οποία πίνει κανείς ροφήματα
PWN:curiosity.n.01	η επιθυμία κάποιου να μαθαίνει τι είναι κάτι, το ενδιαφέρον για τις υποθέσεις των άλλων
PWN:current.n.02	κάθε ροή ρευστής, υγρής ή αέριας μάζας
PWN:curtain.n.01	είδος παραπετάσματος, μεγάλο και φαρδύ κομμάτι από ύφασμα που το κρεμούν μπροστά από ένα άνοιγμα (παράθυρο ή πόρτα) με τρόπο που να σχηματίζει πτυχές και να μπορεί να μετακινείται με τη βοήθεια κρίκων, γάντζων κ.τ.λ. και που σκοπό έχει να εμποδίσει ή να φιλτράρει το φως ή να απομονώσει ένα χώρο
PWN:curve.n.01	κάθε γραμμή της οποίας κανένα τμήμα δεν είναι ευθύγραμμο
PWN:custom.n.01	ενέργεια που με τη συχνή επανάληψη έχει κατά κάποιο τρόπο τυποποιηθεί
PWN:cut.v.01	με κατάλληλο όργανο ή εργαλείο διαιρώ ένα στερεό σώμα σε μικρότερα κομμάτια
PWN:cylinder.n.01	στερεό αντικείμενο με κυλινδρική επιφάνεια και δυο παράλληλες πλευρές,βάσεις
PWN:dam.n.01	τεχνικό έργο που αποσκοπεί στη συγκράτηση της ροής ή στην αποθήκευση υδάτων
PWN:damage.n.01	το αποτέλεσμα του εξασθενίζω, αλλαγή προς το χειρότερο
PWN:damage.v.01	προξενώ ζημιά, φθείρω
PWN:dance.v.02	κινούμαι σε σχεδιασμό, συνήθως με τη συνοδεία μουσικής
PWN:dancing.n.01	το σύνολο των βημάτων και κινήσεων σύμφωνα με το ρυθμό της μουσικής
PWN:danger.n.01	η κατάσταση του να κινδυνεύεις να πάθεις κάτι κακό
PWN:dare.v.02	έχω το θάρρος και τη γενναιότητα να προσπαθήσω ή να κάνω κάτι
PWN:dark.n.01	η απουσία φωτός
PWN:date.n.01	η συγκεκριμένη ημέρα ενός μήνα, κατά την οποία συμβαίνει κάτι
PWN:date.n.08	ο καρπός της χουρμαδιάς
PWN:daub.v.03	καλύπτω επιφάνεια με ρευστή ουσία
PWN:daughter.n.01	θηλυκό παιδί
PWN:day.n.01	ο χρόνος που χρειάζεται η γη για να κάνει μία πλήρη περιστροφή γύρω από τον άξονά της
PWN:day.n.05	το χρονικό διάστημα κατά το οποίο δεν κοιμόμαστε και συνήθως εργαζόμαστε
PWN:dead.a.01	αυτός που έχει πεθάνει, που δεν έχει ζωή
PWN:death.n.01	το γεγονός του θανάτου, η αποχώρηση από τη ζωή
PWN:debate.v.03	συζητώ τα υπέρ και τα κατά ενός θέματος
PWN:debt.n.02	χρηματικό ποσό που έχουμε υποχρέωση να πληρώσουμε ή να επιστρέψουμε σε κάποιον
PWN:decade.n.01	περίοδος 10 ετών
PWN:deceive.v.01	παραπλανώ, εξαπατώ, ξεγελώ, επωφελούμαι από την αφέλεια ή την ευκολοπιστία κάποιου και με δόλο τον κάνω να πιστέψει αυτό που επιδιώκω
PWN:december.n.01	ο δωδέκατος μήνας του έτους και ο πρώτος του χειμώνα (μαζί με τον Ιανουάριο και τον Φεβρουάριο), ο οποίος έχει 31 ημέρες
PWN:deception.n.02	ενέργεια, τρόπος, μέσον εξαπάτησης.
PWN:decide.v.01	καταλήγω σε απόφαση, διαμορφώνω τελική κρίση για την πραγμάτωση συγκεκριμένου στόχου
PWN:decide.v.02	καταλήγω τελικά σε κάτι σχετικά με κάποιο θέμα ή σχετικά με τον τρόπο που θα ενεργήσω
PWN:decorate.v.01	βελτιώνω την εμφάνιση, κάνω αισθητικά ευχάριστο και ελκυστικό
PWN:decoration.n.01	ό ,τι είναι κατάλληλο για να στολίσει κάτι, συνήθως  για διακοσμητικά αντικείμενα
PWN:decrease.v.01	κάνω κάτι να γίνει λιγότερο ή μικρότερο
PWN:deer.n.01	κατηγορία ζώων που διακρίνεται από τα βοοειδή, κυρίως γιατί τα αρσενικά φέρουν οστέινες εκφύσεις στο μέτωπο που διακλαδίζονται σε διάφορα σχήματα
PWN:defeat.n.01	δυσμενής έκβαση για κάποιον σε οποιονδήποτε αγώνα ή αναμέτρηση (πολιτική, κοινωνική, ιδεολογική κ.τ.λ.)
PWN:defect.n.03	ατέλεια, ελάττωμα, πρόβλημα στην κατασκευή ή τη λειτουργία
PWN:degree.n.01	"θέση σε κλίμακα έντασης, σημείο νοητής κλίμακας, στο οποίο βρίσκεται ή φτάνει κάποιος ή κάτι π.χ. ""βαθμός ευφυύας, μυωπίας"""
PWN:deity.n.01	κάθε υπερφυσικό ον που λατρεύεται σαν να ελέγχει κάποιο τμήμα του κόσμου
PWN:delay.v.01	κάνω κάποιον ή κάτι να καθυστερήσει, να χάσει χρόνο
PWN:deny.v.04	αρνούμαι να (απο )δεχθώ
PWN:depart.v.03	φεύγω έχοντας συγκεκριμένο προορισμό
PWN:depend.v.01	βασίζομαι σε όρους και προϋποθέσεις προκειμένου να κάνω κάτι
PWN:depository_financial_institution.n.01	οικονομικός οργανισμός που δέχεται καταθέσεις και επενδύει τα χρήματα με διάφορους τρόπους
PWN:depression.n.01	(ψυχιατρ.) ψυχική νόσος που χαρακτηρίζεται από μόνιμη μελαγχολία, αποθάρρυνση, εσωστρέφεια και γενικά αρνητική αντιμετώπιση της ζωής
PWN:depth.n.01	(για τρισδιάστατα αντικείμενα, που έχουν κενό το εσωτερικό τους, ώστε να δέχονται πράγματα, ή για εσοχές στο χώρο) η διάσταση του μήκους (κατ' αντιδιαστολή προς το ύψος και το πλάτος τους)
PWN:descend.v.01	οδηγούμαι ή μετακινούμαι προς τα κάτω, πηγαίνω από υψηλότερο σημείο σε χαμηλότερο, πέφτω σε χαμηλότερο σημείο
PWN:describe.v.01	κάνω αναπαράσταση ενός γεγονότος ή πράγματος, δίνω περιγραφή
PWN:desert.n.01	άνυδρη, αμμώδης περιοχή μεγάλης έκτασης, με ελάχιστο δείκτη βροχοπτώσεων, που μπορεί να συντηρεί πολύ λίγες κατάλληλα προσαρμοσμένες μορφές ζωής
PWN:desire.n.01	το συναίσθημα που συνοδεύει μια ανικανοποίητη κατάσταση, το να θέλει κανείς κάτι.
PWN:desire.n.01	το συναίσθημα που συνοδεύει μια ανικανοποίητη κατάσταση, το να θέλει κανείς κάτι.
PWN:desire.v.01	θέλω πολύ, έχω, αισθάνομαι ορισμένη επιθυμία, για να αποκτήσω ή για να πραγματοποιήσω κάτι, λαχταρώ, ποθώ
PWN:desk.n.01	έπιπλο που έχει επιφάνεια για γράψιμο και συνήθως συρτάρια και άλλα τμήματα
PWN:destiny.n.01	αυτό που έχει ήδη αποφασιστεί να γίνει, που έχει καθοριστεί από ανώτερη δύναμη (τη μοίρα)
PWN:destroy.v.01	προκαλώ βλάβη σε κάτι
PWN:destroy.v.02	φθείρω εντελώς από υλικής απόψεως
PWN:detail.n.01	ένα μικρό, μεμονωμένο μέρος ενός μεγαλύτερου όλου, ένα μεμονωμένο τμήμα μιας ευρύτερης ενότητας
PWN:detect.v.01	διαπιστώνω, συνειδητοποιώ ότι κάποιος ή κάτι υπάρχει ή έχει ορισμένη ιδιότητα
PWN:dew.n.01	η πρωινή παγωμένη υγρασία
PWN:dial.n.01	η πρόσοψη ωρολογιακής συσκευής που είναι έτσι διαβαθμισμένη για να δείχνει τις ώρες
PWN:dictator.n.02	αυτός που ασκεί απολυταρχικά την εξουσία, ο απόλυτος άρχων
PWN:dictionary.n.01	το συστηματικό έργο που συγκεντρώνει, κατ' αλφαβητική συνήθως σειρά, λέξεις μιας γλώσσας παρέχοντας ποικίλες πληροφορίες (ερμηνευτικές, ετυμολογικές, ορθογραφικές, γραμματικές, συντακτικές)
PWN:die.v.01	(για έμψυχα) παύω να ζω, σταματούν οι σωματικές και πνευματικές λειτουργίες μου, παύω να υπάρχω
PWN:different.a.01	για κάποιον ή για κάτι που διαφέρει, που παρουσιάζει διαφορές από κάποιον ή από κάτι άλλο, που δεν είναι ίδιος ή όμοιος με κάποιον ή με κάτι
PWN:difficult.a.01	αυτός που δεν είναι εύκολος, που απαιτεί ιδιαίτερη πνευματική ικανότητα ή προσπάθεια ή ιδιαίτερη δεξιοτεχνία
PWN:dig.v.01	χτυπώ το έδαφος και αναστρέφω το χώμα,συνήθως με ειδικό εργαλείο
PWN:digest.v.03	υπομένω κάποιον ή κάτι δυσάρεστο
PWN:dining_room.n.01	αίθουσα που χρησιμοποιείται για φαγητό
PWN:dinner.n.01	το τελευταίο γεύμα της ημέρας, το οποίο συνήθως σερβίρεται το βράδυ
PWN:direction.n.01	η πορεία που ακολουθεί κάποιος ή κάτι για να φτάσει σε ένα ορισμένο σημείο
PWN:direction.n.02	η πορεία την οποία ακολουθεί οτιδήποτε κινείται, το σημείο προς το οποίο κατευθύνεται κάτι, η φορά της κινήσεως
PWN:dirty.a.01	αυτός που τον χαρακτηρίζει η βρομιά, η ακαθαρσία
PWN:dirty.v.01	κάνω κπ/κτ ακάθαρτο,βρόμικο
PWN:disappear.v.01	παύω να υπάρχω, εξαφανίζομαι
PWN:disapprove.v.02	κρίνω κάτι ως ακατάλληλο ή λάθος, δεν το εγκρίνω
PWN:disclosure.n.01	η γνωστοποίηση κρυφών στοιχείων, η φανέρωση.Πράξη ή γεγονός που κάνει γνωστό, που φέρνει στο φως, που φανερώνει
PWN:discontinue.v.01	βάζω τέλος σε μια ενέργεια, σε μια διαδικασία κτλ., διακόπτω, σταματώ κάτι που κάνω
PWN:discontinue.v.01	βάζω τέλος σε μια ενέργεια, σε μια διαδικασία κτλ., διακόπτω, σταματώ κάτι που κάνω
PWN:disease.n.01	διαταραχή της φυσικής κατάστασης, της υγείας ή κατάσταση μη ομαλής λειτουργίας ενός ζωντανού οργανισμού· αρρώστια, νόσος
PWN:dish.n.01	το σκεύος που χρησιμοποιείται για να βάζουμε μέσα το φαγητό και να το τρώμε
PWN:disk.n.01	κάτι με στρογγυλό σχήμα σαν επίπεδο κυκλικό πιάτο
PWN:dislike.v.01	αισθάνομαι αντιπάθεια για κάποιον ή για κάτι
PWN:disobey.v.01	δείχνω ανυπακοή. Δεν πειθαρχώ
PWN:dissolve.v.08	ανακατεύω ένα σώμα με ένα άλλο, έτσι ώστε να αποτελέσουν διάλυμα
PWN:dissolve.v.09	μεταβάλλω κάτι στερεό σε υγρό
PWN:distance.n.01	το διάστημα που μεσολαβεί μεταξύ δύο (τοπικών ή χρονικών) σημείων
PWN:distinguish.v.01	χαρακτηρίζεται ως διαφορετικό, κάνω κάτι να διαφέρει από κάτι άλλο, διακρίνω, ξεχωρίζω.
PWN:ditch.n.01	τεχνητό, μακρόστενο άνοιγμα στο έδαφος με αρκετό βάθος και πλάτος
PWN:divide.v.01	χωρίζω κάτι σε κομμάτια, το κόβω, το κομματιάζω
PWN:divide.v.02	κάνω την αριθμητική πράξη της διαίρεσης, βλέπω πόσες φορές χωράει ο ένας αριθμός στον άλλο
PWN:divorce.n.01	(νομική) η διάλυση του γάμου μεταξύ (ζώντων) συζύγων και η δικαστική απόφαση που την επικυρώνει
PWN:doctor.n.01	αυτός που έχει συμπληρώσει τον προκαθορισμένο κύκλο σπουδών στην Iατρική Σχολή και έχει αποκτήσει τα απαιτούμενα προσόντα για την άσκηση του ιατρικού επαγγέλματος
PWN:document.n.01	γραπτά που παρέχουν πληροφορίες
PWN:dog.n.01	σκύλος του γένους Canis familiaris που συνήθως προέρχεται από τον κοινό λύκο και έχει εξημερωθεί από τους προϊστορικούς χρόνους
PWN:doll.n.01	ομοίωμα ανθρώπινης, συνήθως παιδικής, μορφής σε μικρό μέγεθος, ένα από τα αρχαιότερα και συνηθέστερα παιχνίδια
PWN:dolphin.n.02	θαλάσσιο θηλαστικό που ανήκει στα κήτη, έχει μυτερό ρύγχος και χαρακτηρίζεται από υψηλό βαθμό ευφυΐας, πράγμα που του επιτρέπει να εξημερώνεται και να εκπαιδεύεται
PWN:domestic_ass.n.01	θηλαστικό κατοικίδιο ζώο, συγγενές προς το άλογο, αλλά πιο μικρόσωμο, με μακριά αφτιά. Το χαρακτηρίζει η υπομονή και το πείσμα του. Χρησιμοποιείται για μεταφορά φορτίων και ανθρώπων σε γεωργικές εργασίες
PWN:domestic_fowl.n.01	εξημερωμένο ορνιθόμορφο  πτηνό
PWN:door.n.01	η επίπεδη κατασκευή που προσαρμόζεται στην είσοδο κτηρίου, δωματίου ή γενικότερα κλειστού χώρου ώστε να μπορεί κανείς να την κλείνει ή να την ανοίγει
PWN:doubt.n.01	η έλλειψη βεβαιότητας, σιγουριάς για κάποιον, κάτι
PWN:drag.v.01	κάνω κτ να κινείται τραβώντας το
PWN:dragonfly.n.01	είδος εντόμου που φέρει ιριδίζοντα φτερά και του οποίου οι νύμφες τρέφονται με κουνούπια
PWN:drain.n.03	γενική ονομασία αγωγών, ιδίως υπόγειων, που χρησιμοποιούνται για τη μεταφορά νερών, ιδίως βρώμικων
PWN:drama.n.03	λογοτεχνικό είδος που προορίζεται για το θέατρο
PWN:draw.v.07	(για υγρά) αντλώ νερό από δοχείο ή πηγάδι
PWN:dream.n.01	"σειρά φανταστικών εικόνων και συναισθημάτων που ""βλέπουμε"" ή βιώνουμε κατά τη διάρκεια του ύπνου"
PWN:dream.v.02	βλέπω όνειρο
PWN:dress.n.01	μονοκόμματο γυναικείο εξωτερικό ένδυμα
PWN:dress.v.01	βάζω κάποιο ρούχο ή άλλο συμπλήρωμα της αμφίεσης
PWN:drill.n.01	εργαλείο από χάλυβα με ελικωτό στέλεχος, το οποίο απολήγει σε αιχμή και καθώς περιστρέφεται ανοίγει τρύπες
PWN:drink.v.01	εισάγω στο στόμα και στη συνέχεια στο στομάχι μου ένα υγρό, ένα ποτό, καταναλίσκω ένα υγρό καταπίνοντάς το
PWN:drip.v.01	λέγεται για υγρά όταν πέφτουν με μορφή σταγόνων
PWN:drive.v.01	χειρίζομαι όχημα
PWN:drive.v.03	οδηγώ κάποιον προς συγκεκριμένη κατεύθυνση, συνοδεύω κάποιον
PWN:drop.n.01	μικρό και στρογγυλό αντικείμενο
PWN:drop.v.01	κάνω κάποιον ή κάτι να πέσει από ψηλότερο σε χαμηλότερο σημείο
PWN:drove.n.02	(μεταφορικά) μεγάλο, πυκνό και θορυβώδες πλήθος
PWN:drown.v.03	πεθαίνω από ασφυξία σε νερό
PWN:drown.v.03	πεθαίνω από ασφυξία σε νερό
PWN:drum.n.01	μουσικό όργανο, που αποτελείται από κοίλο ξύλινο ή μεταλλικό αντηχείο, πάνω από το οποίο τεντώνεται μια μεμβράνη. Ο ήχος παράγεται με κρούση της μεμβράνης, με πλήκτρο ή με τα χέρια
PWN:dry.a.01	αυτός που δεν είναι βρεγμένος, διαποτισμένος από κάποιο υγρό, ιδίως από νερό
PWN:dry.v.01	αφαιρώ την υγρασία, το νερό ή το χυμό, κάνω
PWN:dry.v.01	αφαιρώ την υγρασία, το νερό ή το χυμό, κάνω
PWN:duck.n.01	νηκτικό, υδρόβιο πουλί (σε άγρια κατάσταση ή κατοικίδιο) με παχύ σώμα, κοντό λαιμό, πλατύ ράμφος, κοντά πόδια με μεμβράνες ανάμεσα στα δάκτυλα και ποικίλο φτέρωμα
PWN:dull.a.01	αυτός που χαρακτηρίζεται από έλλειψη ενεργητικότητας, ζωντάνιας
PWN:duration.n.01	η χρονική περίοδος κατά την οποία κάτι συνεχίζεται
PWN:duty.n.01	πράξεις που γίνονται ως υποχρέωση, η υποχρέωση για το τί πρέπει να κάνει κανείς, που πηγάζει από τη συνείδηση, την κοινωνία, την πολιτεία κ.τ.λ.
PWN:eagle.n.01	αρπακτικό πτηνό με εύρωστο και βαρύ σώμα, με δυνατό και κυρτό ράμφος και με δυνατά και γαμψά νύχια
PWN:ear.n.01	το αισθητήριο όργανο της ακοής
PWN:earring.n.01	κόσμημα που προσαρμόζεται στο αφτί
PWN:earth.n.01	ολόκληρος ο πλανήτης Γη, το σύνολο των ανθρώπων, των πόλεων, των γεωγραφικών περιοχών κ.λπ.
PWN:east.n.01	το σημείο του ορίζοντα που δείχνει η πυξίδα στις 90 μοίρες
PWN:eat.v.01	μασώ και καταπίνω στερεά ή ημιστερεά τροφή, καταναλώνω τρόφιμα
PWN:eclipse.n.01	(αστρονομία)το φαινόμενο κατά το οποίο ένα ουράνιο σώμα, επειδή παρεμβάλλεται κάποιο άλλο ανάμεσα σε αυτό και τον παρατηρητή
PWN:edge.n.01	το αρχικό ή έσχατο σημείο ή όριο
PWN:edge.n.06	ελεύθερο ή κενό διάστημα στα άκρα επιφάνειας ή υλικού σώματος ορισμένων διαστάσεων
PWN:egg.n.01	κύτταρο που προκύπτει κατά την διαδικασία της διαφοροποίησης του θηλυκού γαμέτη στην ωογένεση, ζωικό αναπαραγωγικό κύτταρο που αποτελείται από ένα ωάριο ή έμβρυο που περιβάλλεται από θρεπτικές και προστατευτικές ουσίες
PWN:egg.n.02	το σφαιροειδές, γονιμοποιημένο ωάριο, γέννημα θηλυκών ζώων, όπως ερπετών, ψαριών και πτηνών
PWN:egypt.n.01	κράτος της ΒΑ. Αφρικής με πρωτεύουσα το Κάιρο, επίσημη γλώσσα την Αραβική και νόμισμα την αιγυπτιακή λίρα
PWN:elapse.v.01	παύω να υπάρχω ή να ισχύω,περνώ και φεύγω
PWN:elbow.n.01	σύνδεσμος μονοεπίπεδης κίνησης ανάμεσα στο αντιβράχιο και τον άνω βραχίονα και τον αντίστοιχο σύνδεσμο στα τετράποδα
PWN:elect.v.01	με ψηφοφορία δηλώνω την προτίμησή μου για το πρόσωπο το οποίο θεωρώ μεταξύ άλλων ως το πιο κατάλληλο για να αναλάβει ένα αξίωμα
PWN:electricity.n.01	μορφή ενέργειας που σχετίζεται με κινούμενα ηλεκτρόνια και πρωτόνια
PWN:electricity.n.02	μορφή ενέργειας που οφείλεται σε κίνηση ηλεκτρονίων, κάθε φαινόμενο που είναι αποτέλεσμα της ύπαρξης στατικών ή κινητών ηλεκτρικών φορτίων
PWN:elephant.n.01	ιδιαίτερα μεγαλόσωμο χορτοφάγο θηλαστικό ζώο, με μακριά προβοσκίδα και χαυλιόδοντες, που ζει στα τροπικά δάση και στις σαβάνες της Aφρικής και της Aσίας
PWN:elevator.n.01	μηχανική κατασκευή που μεταφέρει ανθρώπους ή πράγματα, μέσα σε θάλαμο,  πάνω-κάτω σε ένα κτίριο με ορόφους
PWN:elk.n.01	μεγαλόσωμο ελάφι της Βόρειας Ευρώπης και Αμερικής με μεγάλα κέρατα στο αρσενικό
PWN:ellipse.n.01	(για το σχήμα) η επίπεδη καμπύλη που προκύπτει από την τομή του κώνου με επίπεδο μη κάθετο και μη παράλληλο προς τον άξονά του
